,一共游戏场数,12241
1,火焰鸡,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,亿奥斯饼干	学习装置	轻石,1,100.0%,1
,,学习装置	气势头带	猛攻哑铃,1,100.0%,1
,,学习装置	弱点保险	猛攻哑铃,0,0.0%,1
,,亿奥斯饼干	咒术手镯	气势头带,0,0.0%,1
,,力量头带	学习装置	气势头带,0,0.0%,1
13,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,3.01%,260,70.46%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RG後Nohàrá¿,44,84.62%
,,乡Ash乡,36,73.47%
,,KAiシ,21,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,增强拳	近身战	逃脱按键,118,67.43%,42
,,神速		骨棒乱打	万灵药,88,72.13%,24
,,增强拳	近身战	攻击强化,17,65.38%,2
,,神速		骨棒乱打	逃脱按键,12,85.71%,11
,,增强拳	近身战	万灵药,9,69.23%,7
,,神速		骨棒乱打	速度强化,6,100.0%,2
,,增强拳	近身战	速度强化,3,100.0%,2
,,增强拳	骨棒乱打	逃脱按键,3,75.0%,2
,,增强拳	近身战	伤药	,2,66.67%,2
,,神速		近身战	万灵药,1,100.0%,1
,,增强拳	骨棒乱打	速度强化,1,100.0%,1
,,神速		近身战	向尾喵的尾巴,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,71,63.39%,26
,,弱点保险	猛攻哑铃	锐利之爪,149,75.25%,25
,,弱点保险	猛攻哑铃	能量增幅器,6,54.55%,3
,,力量头带	猛攻哑铃	锐利之爪,3,50.0%,3
,,充能坠饰	弱点保险	猛攻哑铃,23,69.7%,2
,,弱点保险	猛攻哑铃	轻石,3,75.0%,2
,,充能坠饰	学习装置	轻石,1,100.0%,1
,,气势头带	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	猛攻哑铃	轻石,1,100.0%,1
,,学习装置	猛攻哑铃	轻石,1,100.0%,1
,,充能坠饰	力量头带	猛攻哑铃,1,100.0%,1
14,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,64,3.01%,259,70.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ruańEfeed,37,72.55%
,,音夢ヱ,20,60.61%
,,・AizeNッ,18,81.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,220,74.32%,48
,,炸蛋		生蛋		逃脱按键,27,56.25%,13
,,炸蛋		生蛋		伤药	,10,62.5%,1
,,帮助		神秘守护	速度强化,1,50.0%,2
,,帮助		神秘守护	逃脱按键,1,50.0%,1
,,帮助		生蛋		速度强化,0,0.0%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,90,72.58%,17
,,学习装置	救援屏障	进击眼镜,49,81.67%,11
,,博识眼镜	学习装置	救援屏障,47,82.46%,9
,,学习装置	救援屏障	能量增幅器,31,56.36%,9
,,共鸣护盾	学习装置	救援屏障,12,50.0%,3
,,学习装置	援助头巾	救援屏障,1,25.0%,3
,,博识眼镜	学习装置	进击眼镜,7,63.64%,2
,,学习装置	能量增幅器	进击眼镜,4,80.0%,2
,,学习装置	气势头带	进击眼镜,2,66.67%,2
,,博识眼镜	学习装置	气势头带,12,63.16%,1
,,博识眼镜	学习装置	援助头巾,1,100.0%,1
,,学习装置	气势头带	能量增幅器,1,100.0%,1
,,共鸣护盾	学习装置	气势头带,1,100.0%,1
,,学习装置	援助头巾	讲究眼镜,1,50.0%,1
,,共鸣护盾	博识眼镜	学习装置,0,0.0%,1
15,水箭龟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,93,2.89%,249,70.34%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Evvvv,35,71.43%
,,mumumuuu,13,76.47%
,,SLightlYy藻,12,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水炮		冲浪		逃脱按键,166,68.6%,71
,,喷水		高速旋转	逃脱按键,42,71.19%,21
,,水炮		高速旋转	逃脱按键,23,74.19%,11
,,喷水		高速旋转	伤药	,13,76.47%,1
,,水炮		高速旋转	攻击强化,2,100.0%,2
,,水炮		冲浪		速度强化,2,100.0%,1
,,喷水		冲浪		逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,49,62.82%,22
,,力量头带	气势头带	连打围巾,22,70.97%,11
,,学习装置	气势头带	穿透汤匙,28,84.85%,9
,,气势头带	穿透汤匙	进击眼镜,24,63.16%,7
,,学习装置	救援屏障	气势头带,10,76.92%,4
,,力量头带	气势头带	穿透汤匙,9,75.0%,4
,,咒术熏香	学习装置	气势头带,8,66.67%,3
,,共鸣护盾	穿透汤匙	进击眼镜,35,70.0%,2
,,亿奥斯饼干	气势头带	进击眼镜,13,72.22%,2
,,力量头带	学习装置	气势头带,8,72.73%,2
,,学习装置	气势头带	能量增幅器,8,66.67%,2
,,咒术熏香	气势头带	穿透汤匙,3,75.0%,2
,,气势头带	穿透汤匙	讲究眼镜,2,100.0%,2
,,共鸣护盾	力量头带	学习装置,2,40.0%,2
,,共鸣护盾	力量头带	穿透汤匙,4,100.0%,1
,,学习装置	气势头带	讲究眼镜,4,80.0%,1
,,学习装置	穿透汤匙	进击眼镜,3,100.0%,1
,,共鸣护盾	穿透汤匙	能量增幅器,3,75.0%,1
,,穿透汤匙	能量增幅器	进击眼镜,2,100.0%,1
,,力量头带	穿透汤匙	连打围巾,2,100.0%,1
,,学习装置	气势头带	进击眼镜,2,100.0%,1
,,亿奥斯饼干	穿透汤匙	进击眼镜,1,100.0%,1
,,共鸣护盾	力量头带	气势头带,1,100.0%,1
,,共鸣护盾	力量头带	连打围巾,1,100.0%,1
,,气势头带	讲究眼镜	进击眼镜,1,100.0%,1
,,学习装置	救援屏障	进击眼镜,1,100.0%,1
,,共鸣护盾	学习装置	穿透汤匙,1,100.0%,1
,,亿奥斯饼干	充能坠饰	学习装置,1,100.0%,1
,,共鸣护盾	学习装置	进击眼镜,1,50.0%,1
,,气势头带	穿透汤匙	能量增幅器,0,0.0%,1
,,共鸣护盾	咒术熏香	进击眼镜,0,0.0%,1
,,共鸣护盾	气势头带	穿透汤匙,0,0.0%,1
,,共鸣护盾	穿透汤匙	贝壳之铃,0,0.0%,1
16,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,69,2.72%,235,70.57%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Todoroki実ツ,30,81.08%
,,CricoWapo.,25,71.43%
,,Xıërln嘉,21,70.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰锥		冰砾		逃脱按键,171,69.51%,50
,,冰冻之风	冷冻干燥	逃脱按键,47,81.03%,22
,,冰锥		冰砾		速度强化,15,60.0%,9
,,冰锥		冰砾		攻击强化,1,100.0%,1
,,冰冻之风	冷冻干燥	速度强化,1,100.0%,1
,,冰锥		冰砾		脱壳忍者玩偶,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,58,65.91%,20
,,博识眼镜	咒术熏香	穿透汤匙,39,62.9%,17
,,穿透汤匙	能量增幅器	贝壳之铃,46,75.41%,7
,,咒术熏香	穿透汤匙	讲究眼镜,27,71.05%,4
,,博识眼镜	穿透汤匙	贝壳之铃,10,76.92%,4
,,力量头带	博识眼镜	穿透汤匙,20,80.0%,3
,,博识眼镜	穿透汤匙	能量增幅器,19,73.08%,3
,,博识眼镜	咒术熏香	讲究眼镜,4,100.0%,2
,,博识眼镜	焦点镜	穿透汤匙,2,100.0%,2
,,力量头带	博识眼镜	讲究眼镜,3,100.0%,1
,,穿透汤匙	能量增幅器	讲究眼镜,3,75.0%,1
,,力量头带	咒术熏香	穿透汤匙,2,100.0%,1
,,力量头带	穿透汤匙	能量增幅器,1,100.0%,1
,,咒术熏香	穿透汤匙	能量增幅器,1,100.0%,1
,,咒术熏香	穿透汤匙	贝壳之铃,0,0.0%,1
,,博识眼镜	穿透汤匙	连打围巾,0,0.0%,1
17,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,47,2.57%,221,70.16%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RYUK_FF,29,64.44%
,,SBの煮込み,23,69.7%
,,Takkuchamp,22,68.75%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,追打		精神利刃	逃脱按键,44,72.13%,9
,,追打		突袭		伤药	,38,69.09%,7
,,暗袭要害	精神利刃	逃脱按键,35,62.5%,10
,,追打		突袭		逃脱按键,34,75.56%,13
,,追打		精神利刃	向尾喵的尾巴,23,63.89%,3
,,追打		精神利刃	万灵药,15,75.0%,3
,,追打		精神利刃	伤药	,9,81.82%,3
,,暗袭要害	精神利刃	伤药	,5,100.0%,2
,,追打		精神利刃	攻击强化,5,71.43%,3
,,追打		突袭		攻击强化,3,100.0%,2
,,暗袭要害	突袭		逃脱按键,2,100.0%,2
,,追打		突袭		速度强化,2,50.0%,3
,,暗袭要害	突袭		万灵药,2,50.0%,2
,,暗袭要害	突袭		伤药	,1,100.0%,1
,,追打		突袭		向尾喵的尾巴,1,100.0%,1
,,追打		突袭		脱壳忍者玩偶,1,100.0%,1
,,暗袭要害	精神利刃	万灵药,1,50.0%,2
,,暗袭要害	精神利刃	向尾喵的尾巴,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,84,66.67%,21
,,焦点镜	能量增幅器	锐利之爪,30,71.43%,8
,,充能坠饰	焦点镜	锐利之爪,33,82.5%,5
,,气势头带	焦点镜	锐利之爪,9,90.0%,5
,,力量头带	焦点镜	锐利之爪,26,70.27%,4
,,弱点保险	焦点镜	锐利之爪,22,59.46%,1
,,治愈王冠	焦点镜	锐利之爪,13,72.22%,1
,,亿奥斯饼干	焦点镜	猛攻哑铃,3,75.0%,1
,,充能坠饰	力量头带	焦点镜,1,100.0%,1
18,仙子伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,79,2.49%,215,70.49%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Xıërln嘉,26,74.29%
,,ÐARU,24,96.0%
,,날개없는요정,23,67.65%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,巨声		冥想		速度强化,93,73.23%,41
,,魔法火焰	吸取之吻	速度强化,43,68.25%,14
,,魔法火焰	吸取之吻	逃脱按键,33,70.21%,7
,,巨声		冥想		逃脱按键,17,54.84%,15
,,魔法火焰	吸取之吻	攻击强化,16,94.12%,4
,,魔法火焰	吸取之吻	伤药	,7,53.85%,8
,,魔法火焰	冥想		逃脱按键,5,100.0%,2
,,巨声		吸取之吻	速度强化,1,100.0%,1
,,巨声		吸取之吻	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	咒术熏香	讲究眼镜,57,86.36%,13
,,咒术熏香	穿透汤匙	讲究眼镜,45,72.58%,11
,,博识眼镜	穿透汤匙	讲究眼镜,32,58.18%,7
,,博识眼镜	咒术熏香	穿透汤匙,7,58.33%,6
,,力量头带	气势头带	穿透汤匙,8,88.89%,4
,,咒术熏香	气势头带	穿透汤匙,9,60.0%,3
,,穿透汤匙	讲究眼镜	进击眼镜,6,75.0%,3
,,博识眼镜	咒术熏香	进击眼镜,4,57.14%,3
,,共鸣护盾	穿透汤匙	讲究眼镜,3,75.0%,3
,,咒术熏香	讲究眼镜	进击眼镜,1,33.33%,3
,,博识眼镜	穿透汤匙	进击眼镜,7,63.64%,2
,,穿透汤匙	讲究眼镜	贝壳之铃,6,100.0%,2
,,气势头带	穿透汤匙	讲究眼镜,5,62.5%,2
,,博识眼镜	气势头带	讲究眼镜,4,80.0%,2
,,力量头带	穿透汤匙	连打围巾,3,75.0%,2
,,咒术熏香	穿透汤匙	能量增幅器,7,87.5%,1
,,博识眼镜	气势头带	进击眼镜,4,100.0%,1
,,咒术熏香	穿透汤匙	进击眼镜,2,50.0%,1
,,博识眼镜	穿透汤匙	能量增幅器,1,100.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,1,100.0%,1
,,气势头带	穿透汤匙	贝壳之铃,1,100.0%,1
,,咒术熏香	穿透汤匙	贝壳之铃,1,50.0%,1
,,亿奥斯饼干	气势头带	穿透汤匙,1,50.0%,1
,,博识眼镜	气势头带	穿透汤匙,0,0.0%,1
,,共鸣护盾	力量头带	穿透汤匙,0,0.0%,1
,,能量增幅器	讲究眼镜	进击眼镜,0,0.0%,1
,,力量头带	咒术熏香	穿透汤匙,0,0.0%,1
,,穿透汤匙	能量增幅器	讲究眼镜,0,0.0%,1
19,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,53,2.44%,226,75.59%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,yumi_umi,44,74.58%
,,Genzо若林!,24,85.71%
,,SecurityL,18,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三重攻击	飞踢		万灵药,111,79.29%,34
,,啄钻		飞踢		万灵药,51,71.83%,25
,,三重攻击	高速移动	速度强化,44,74.58%,1
,,三重攻击	高速移动	万灵药,12,60.0%,9
,,三重攻击	飞踢		伤药	,7,87.5%,1
,,三重攻击	高速移动	伤药	,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	锐利之爪,139,75.54%,26
,,充能坠饰	猛攻哑铃	轻石,36,75.0%,12
,,猛攻哑铃	轻石	锐利之爪,27,75.0%,7
,,亿奥斯饼干	猛攻哑铃	锐利之爪,10,90.91%,2
,,充能坠饰	轻石	锐利之爪,9,69.23%,2
,,充能坠饰	猛攻哑铃	能量增幅器,2,100.0%,1
,,得分护盾	猛攻哑铃	轻石,2,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
20,花疗环环,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,56,2.39%,216,73.72%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Gow_桃桃醬.,29,82.86%
,,MoMoMix,21,72.41%
,,Kp·墨墨,20,74.07%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花疗		打草结	迟缓烟雾,108,79.41%,37
,,花疗		魔法叶	迟缓烟雾,96,70.59%,23
,,花疗		打草结	攻击强化,5,62.5%,3
,,花疗		魔法叶	攻击强化,4,80.0%,1
,,天使之吻	魔法叶	迟缓烟雾,2,66.67%,3
,,天使之吻	打草结	迟缓烟雾,1,100.0%,1
,,天使之吻	魔法叶	伤药	,0,0.0%,1
,,花疗		打草结	向尾喵的尾巴,0,0.0%,1
,,天使之吻	魔法叶	万灵药,0,0.0%,1
,,天使之吻	打草结	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	援助头巾	救援屏障,54,72.0%,13
,,博识眼镜	学习装置	救援屏障,9,75.0%,9
,,学习装置	救援屏障	进击眼镜,21,70.0%,7
,,共鸣护盾	学习装置	救援屏障,14,82.35%,7
,,博识眼镜	学习装置	进击眼镜,6,75.0%,5
,,博识眼镜	学习装置	援助头巾,19,79.17%,4
,,学习装置	救援屏障	能量增幅器,9,60.0%,3
,,博识眼镜	咒术熏香	学习装置,50,78.12%,2
,,咒术熏香	学习装置	救援屏障,3,100.0%,2
,,共鸣护盾	咒术熏香	学习装置,20,74.07%,1
,,共鸣护盾	咒术熏香	救援屏障,10,71.43%,1
,,共鸣护盾	学习装置	进击眼镜,1,33.33%,1
,,学习装置	援助头巾	穿透汤匙,0,0.0%,1
21,太阳伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,79,2.23%,194,71.06%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,滅_Kt,20,80.0%
,,Evvvv,16,53.33%
,,タフタフタフ,14,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,辅助力量	幻象光线	逃脱按键,143,70.79%,61
,,精神冲击	幻象光线	逃脱按键,27,71.05%,20
,,辅助力量	幻象光线	速度强化,16,69.57%,3
,,辅助力量	预知未来	逃脱按键,5,100.0%,5
,,精神冲击	预知未来	逃脱按键,1,100.0%,1
,,辅助力量	幻象光线	攻击强化,1,100.0%,1
,,辅助力量	预知未来	速度强化,1,33.33%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,101,71.13%,41
,,咒术熏香	穿透汤匙	讲究眼镜,80,70.18%,29
,,博识眼镜	咒术熏香	穿透汤匙,8,72.73%,4
,,穿透汤匙	能量增幅器	讲究眼镜,2,66.67%,2
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	咒术熏香	讲究眼镜,1,100.0%,1
,,咒术熏香	穿透汤匙	能量增幅器,1,100.0%,1
22,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,61,2.16%,199,75.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Kyy~灰`,36,85.71%
,,痛み分けない,21,72.41%
,,Veяysadstory,18,72.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	异次元洞	逃脱按键,63,77.78%,20
,,潜灵奇袭	异次元洞	速度强化,53,76.81%,16
,,潜灵奇袭	戏法		速度强化,23,71.88%,13
,,潜灵奇袭	戏法		攻击强化,22,70.97%,4
,,暗影球	戏法		攻击强化,8,80.0%,4
,,潜灵奇袭	戏法		逃脱按键,7,70.0%,5
,,潜灵奇袭	异次元洞	攻击强化,6,85.71%,4
,,暗影球	戏法		逃脱按键,6,75.0%,7
,,暗影球	戏法		速度强化,5,83.33%,4
,,潜灵奇袭	异次元洞	脱壳忍者玩偶,4,66.67%,2
,,潜灵奇袭	异次元洞	万灵药,1,100.0%,1
,,暗影球	戏法		伤药	,1,100.0%,1
,,潜灵奇袭	戏法		脱壳忍者玩偶,0,0.0%,1
,,潜灵奇袭	异次元洞	迟缓烟雾,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	力量头带	学习装置,85,77.98%,15
,,共鸣护盾	学习装置	气势头带,21,72.41%,10
,,力量头带	学习装置	气势头带,17,85.0%,9
,,力量头带	咒术熏香	学习装置,23,71.88%,5
,,力量头带	学习装置	连打围巾,6,60.0%,4
,,共鸣护盾	咒术熏香	学习装置,5,71.43%,4
,,学习装置	气势头带	能量增幅器,7,70.0%,2
,,学习装置	气势头带	穿透汤匙,3,75.0%,2
,,咒术熏香	学习装置	讲究眼镜,17,80.95%,1
,,力量头带	吃剩的东西	学习装置,7,77.78%,1
,,学习装置	救援屏障	气势头带,2,66.67%,1
,,气势头带	穿透汤匙	讲究眼镜,2,66.67%,1
,,学习装置	气势头带	讲究眼镜,1,100.0%,1
,,共鸣护盾	学习装置	能量增幅器,1,100.0%,1
,,咒术熏香	学习装置	气势头带,1,100.0%,1
,,共鸣护盾	学习装置	穿透汤匙,1,50.0%,1
,,咒术熏香	学习装置	贝壳之铃,0,0.0%,1
,,咒术熏香	学习装置	援助头巾,0,0.0%,1
23,岩殿居蟹,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,60,2.15%,199,75.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Kyy~灰`,20,80.0%
,,CTRLツ,17,94.44%
,,XI十KaÏseƦ,17,89.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,岩石封锁	十字剪	逃脱按键,141,79.66%,38
,,岩石封锁	隐形岩	逃脱按键,16,69.57%,11
,,破壳		隐形岩	向尾喵的尾巴,11,84.62%,5
,,岩石封锁	隐形岩	速度强化,10,71.43%,1
,,破壳		十字剪	逃脱按键,6,42.86%,8
,,岩石封锁	隐形岩	向尾喵的尾巴,4,80.0%,2
,,岩石封锁	十字剪	速度强化,4,80.0%,4
,,岩石封锁	十字剪	伤药	,3,50.0%,2
,,破壳		十字剪	伤药	,1,100.0%,1
,,破壳		隐形岩	速度强化,1,100.0%,1
,,岩石封锁	隐形岩	伤药	,1,100.0%,1
,,岩石封锁	十字剪	迟缓烟雾,1,100.0%,1
,,破壳		十字剪	速度强化,0,0.0%,1
,,岩石封锁	十字剪	向尾喵的尾巴,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	学习装置	气势头带,81,75.7%,27
,,学习装置	气势头带	轻石,56,83.58%,9
,,咒术手镯	学习装置	轻石,15,68.18%,2
,,共鸣护盾	学习装置	救援屏障,7,100.0%,2
,,共鸣护盾	学习装置	能量增幅器,5,71.43%,2
,,共鸣护盾	咒术手镯	学习装置,4,66.67%,2
,,学习装置	气势头带	猛攻哑铃,3,75.0%,2
,,学习装置	救援屏障	气势头带,3,50.0%,2
,,力量头带	猛攻哑铃	突击背心,8,72.73%,1
,,共鸣护盾	气势头带	锐利之爪,6,100.0%,1
,,咒术手镯	弱点保险	猛攻哑铃,2,100.0%,1
,,共鸣护盾	气势头带	猛攻哑铃,2,50.0%,1
,,气势头带	猛攻哑铃	轻石,1,100.0%,1
,,弱点保险	焦点镜	猛攻哑铃,1,100.0%,1
,,弱点保险	救援屏障	气势头带,1,50.0%,1
,,力量头带	弱点保险	能量增幅器,1,50.0%,1
,,亿奥斯饼干	气势头带	猛攻哑铃,1,50.0%,1
,,亿奥斯饼干	救援屏障	猛攻哑铃,1,50.0%,1
,,气势头带	焦点镜	猛攻哑铃,1,33.33%,1
,,咒术手镯	学习装置	猛攻哑铃,0,0.0%,1
24,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,2.12%,182,70.0%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Sui_花,23,67.65%
,,ドSージョ,18,66.67%
,,らまっぷぷ,13,86.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		青草滑梯	攻击强化,64,68.82%,23
,,三旋击	青草滑梯	攻击强化,61,77.22%,12
,,踩踏		热带踢	攻击强化,28,63.64%,17
,,三旋击	热带踢	攻击强化,16,72.73%,8
,,踩踏		热带踢	万灵药,6,85.71%,4
,,踩踏		热带踢	速度强化,4,57.14%,1
,,踩踏		热带踢	逃脱按键,2,100.0%,2
,,三旋击	青草滑梯	万灵药,1,100.0%,1
,,踩踏		青草滑梯	逃脱按键,0,0.0%,1
,,踩踏		青草滑梯	万灵药,0,0.0%,1
,,三旋击	热带踢	速度强化,0,0.0%,1
,,踩踏		热带踢	迟缓烟雾,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,153,70.83%,33
,,亿奥斯饼干	弱点保险	猛攻哑铃,23,65.71%,2
,,猛攻哑铃	连打围巾	锐利之爪,1,33.33%,2
,,力量头带	气势头带	猛攻哑铃,4,100.0%,1
,,弱点保险	猛攻哑铃	锐利之爪,1,100.0%,1
,,力量头带	弱点保险	焦点镜,0,0.0%,1
25,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,2.11%,192,74.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MKㅈHanaHana,26,86.67%
,,HLヤMadarA,17,60.71%
,,DMTㆍɳคoxMY,15,78.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,大字爆炎	火焰旋涡	逃脱按键,115,73.72%,44
,,大字爆炎	火焰旋涡	速度强化,35,79.55%,5
,,魔法火焰	蓄能焰袭	逃脱按键,26,74.29%,20
,,大字爆炎	蓄能焰袭	逃脱按键,8,72.73%,4
,,魔法火焰	火焰旋涡	逃脱按键,5,71.43%,3
,,魔法火焰	蓄能焰袭	速度强化,2,50.0%,1
,,魔法火焰	蓄能焰袭	脱壳忍者玩偶,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,咒术熏香	穿透汤匙	能量增幅器,54,81.82%,22
,,穿透汤匙	能量增幅器	讲究眼镜,53,66.25%,15
,,博识眼镜	穿透汤匙	讲究眼镜,33,80.49%,5
,,穿透汤匙	能量增幅器	贝壳之铃,20,74.07%,5
,,博识眼镜	穿透汤匙	能量增幅器,8,72.73%,4
,,咒术熏香	能量增幅器	讲究眼镜,5,62.5%,3
,,咒术熏香	穿透汤匙	讲究眼镜,3,100.0%,3
,,能量增幅器	讲究眼镜	贝壳之铃,2,100.0%,2
,,救援屏障	穿透汤匙	能量增幅器,2,40.0%,2
,,咒术熏香	能量增幅器	贝壳之铃,1,50.0%,2
,,博识眼镜	咒术熏香	能量增幅器,5,83.33%,1
,,博识眼镜	讲究眼镜	贝壳之铃,5,83.33%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
26,玛力露丽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,2.09%,182,71.09%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Jijiッ,84,72.41%
,,舐胡麻,15,75.0%
,,MKㅈHanaHana,9,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水之波动	水流尾	速度强化,119,72.12%,21
,,嬉闹		潮旋		攻击强化,13,68.42%,8
,,嬉闹		潮旋		速度强化,12,54.55%,7
,,水之波动	潮旋		速度强化,11,84.62%,5
,,嬉闹		潮旋		逃脱按键,6,85.71%,2
,,嬉闹		水流尾	速度强化,5,71.43%,2
,,水之波动	水流尾	攻击强化,5,62.5%,3
,,水之波动	潮旋		攻击强化,2,100.0%,1
,,嬉闹		潮旋		伤药	,2,100.0%,1
,,嬉闹		潮旋		万灵药,2,100.0%,2
,,水之波动	潮旋		逃脱按键,2,66.67%,1
,,嬉闹		水流尾	攻击强化,1,100.0%,1
,,水之波动	水流尾	逃脱按键,1,100.0%,1
,,嬉闹		水流尾	伤药	,1,100.0%,1
,,水之波动	水流尾	伤药	,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	焦点镜	猛攻哑铃,136,73.51%,17
