,一共游戏场数,10365
1,火焰鸡,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		高速移动	逃脱按键,114,71.25%,40
,,圣剑		高速移动	万灵药,55,70.51%,3
,,金属爪	高速移动	万灵药,20,58.82%,1
,,圣剑		嬉闹		逃脱按键,10,90.91%,4
,,金属爪	高速移动	逃脱按键,8,66.67%,7
,,圣剑		高速移动	攻击强化,8,61.54%,2
,,金属爪	嬉闹		逃脱按键,6,66.67%,3
,,圣剑		高速移动	伤药	,2,66.67%,1
,,金属爪	高速移动	伤药	,1,100.0%,1
,,圣剑		高速移动	速度强化,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	腐朽的剑	锐利之爪,152,70.7%,28
,,焦点镜	腐朽的剑	锐利之爪,40,70.18%,10
,,力量头带	焦点镜	腐朽的剑,10,58.82%,6
,,腐朽的剑	连打围巾	锐利之爪,7,63.64%,2
,,力量头带	猛攻哑铃	腐朽的剑,2,100.0%,2
,,力量头带	腐朽的剑	连打围巾,2,50.0%,2
,,焦点镜	腐朽的剑	连打围巾,6,75.0%,1
,,猛攻哑铃	腐朽的剑	锐利之爪,3,75.0%,1
,,弱点保险	腐朽的剑	锐利之爪,2,50.0%,1
,,力量头带	气势头带	腐朽的剑,1,50.0%,1
15,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,62,3.02%,228,72.84%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ミッルル,50,66.67%
,,찌니*.*,32,74.42%
,,SpiceGirlゴ,16,76.19%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,206,72.79%,53
,,炸蛋		生蛋		逃脱按键,9,90.0%,4
,,帮助		生蛋		速度强化,7,87.5%,2
,,帮助		神秘守护	速度强化,4,40.0%,7
,,炸蛋		生蛋		脱壳忍者玩偶,1,100.0%,1
,,帮助		神秘守护	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,42,77.78%,20
,,学习装置	救援屏障	进击眼镜,43,75.44%,13
,,学习装置	救援屏障	能量增幅器,21,67.74%,8
,,博识眼镜	学习装置	救援屏障,59,67.05%,5
,,学习装置	气势头带	进击眼镜,41,75.93%,5
,,学习装置	能量增幅器	进击眼镜,4,66.67%,2
,,共鸣护盾	学习装置	气势头带,10,90.91%,1
,,博识眼镜	学习装置	气势头带,3,100.0%,1
,,学习装置	援助头巾	救援屏障,2,100.0%,1
,,学习装置	气势头带	讲究眼镜,1,100.0%,1
,,共鸣护盾	学习装置	进击眼镜,1,50.0%,1
,,亿奥斯饼干	学习装置	救援屏障,0,0.0%,1
,,学习装置	援助头巾	进击眼镜,0,0.0%,1
,,学习装置	援助头巾	气势头带,0,0.0%,1
16,胡帕,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,57,2.89%,214,71.33%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,裏垢女子Anya,47,78.33%
,,亗ɪx亗Shù,19,76.0%
,,Ulsan_장인,17,56.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜灵奇袭	戏法		速度强化,93,73.81%,14
,,潜灵奇袭	异次元洞	速度强化,50,78.12%,14
,,潜灵奇袭	戏法		逃脱按键,23,60.53%,15
,,潜灵奇袭	异次元洞	逃脱按键,18,69.23%,11
,,潜灵奇袭	戏法		伤药	,9,90.0%,4
,,暗影球	戏法		逃脱按键,8,61.54%,3
,,潜灵奇袭	异次元洞	攻击强化,5,71.43%,3
,,潜灵奇袭	异次元洞	脱壳忍者玩偶,3,75.0%,2
,,暗影球	戏法		迟缓烟雾,1,100.0%,1
,,暗影球	异次元洞	速度强化,1,50.0%,1
,,潜灵奇袭	异次元洞	迟缓烟雾,1,50.0%,1
,,潜灵奇袭	异次元洞	伤药	,1,50.0%,2
,,潜灵奇袭	异次元洞	万灵药,1,25.0%,1
,,潜灵奇袭	戏法		万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,共鸣护盾	力量头带	学习装置,59,71.08%,10
,,共鸣护盾	学习装置	气势头带,29,65.91%,7
,,力量头带	学习装置	气势头带,8,57.14%,7
,,吃剩的东西	学习装置	气势头带,54,75.0%,5
,,力量头带	咒术熏香	学习装置,11,91.67%,4
,,力量头带	吃剩的东西	学习装置,11,57.89%,4
,,咒术熏香	学习装置	气势头带,6,100.0%,3
,,力量头带	学习装置	连打围巾,6,100.0%,3
,,共鸣护盾	咒术熏香	学习装置,7,100.0%,2
,,咒术熏香	学习装置	连打围巾,1,33.33%,2
,,共鸣护盾	吃剩的东西	学习装置,8,66.67%,1
,,共鸣护盾	学习装置	贝壳之铃,4,100.0%,1
,,力量头带	学习装置	轻石,4,100.0%,1
,,力量头带	贝壳之铃	连打围巾,2,100.0%,1
,,共鸣护盾	学习装置	轻石,1,100.0%,1
,,力量头带	学习装置	救援屏障,1,100.0%,1
,,吃剩的东西	咒术熏香	学习装置,1,50.0%,1
,,亿奥斯饼干	吃剩的东西	学习装置,1,16.67%,1
,,学习装置	气势头带	讲究眼镜,0,0.0%,1
,,学习装置	气势头带	穿透汤匙,0,0.0%,1
17,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,57,2.26%,166,70.94%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Zerocha,21,65.62%
,,Tinisit@_,11,91.67%
,,Fiction737,11,73.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		热带踢	攻击强化,85,71.43%,36
,,踩踏		青草滑梯	攻击强化,27,77.14%,17
,,三旋击	青草滑梯	攻击强化,15,75.0%,10
,,三旋击	热带踢	攻击强化,13,72.22%,6
,,三旋击	热带踢	伤药	,5,71.43%,1
,,踩踏		热带踢	万灵药,5,62.5%,4
,,踩踏		热带踢	伤药	,4,50.0%,1
,,三旋击	青草滑梯	万灵药,3,100.0%,3
,,三旋击	青草滑梯	逃脱按键,3,75.0%,1
,,三旋击	热带踢	万灵药,2,100.0%,2
,,踩踏		热带踢	速度强化,2,66.67%,2
,,三旋击	热带踢	速度强化,1,100.0%,1
,,踩踏		热带踢	脱壳忍者玩偶,1,100.0%,1
,,踩踏		青草滑梯	万灵药,0,0.0%,2
,,踩踏		青草滑梯	速度强化,0,0.0%,1
,,踩踏		热带踢	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,148,72.91%,44
,,力量头带	弱点保险	猛攻哑铃,10,71.43%,4
,,弱点保险	猛攻哑铃	锐利之爪,6,54.55%,4
,,亿奥斯饼干	弱点保险	猛攻哑铃,1,25.0%,3
,,共鸣护盾	弱点保险	猛攻哑铃,1,100.0%,1
,,气势头带	猛攻哑铃	连打围巾,0,0.0%,1
18,白蓬蓬,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,56,2.19%,169,74.45%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,超バナなーー,28,84.85%
,,Sazuroㅤ,28,77.78%
,,ミッルル,12,80.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花粉团	棉孢子	速度强化,69,80.23%,18
,,花粉团	棉花防守	速度强化,43,79.63%,23
,,花粉团	棉花防守	逃脱按键,43,71.67%,15
,,花粉团	棉孢子	攻击强化,4,66.67%,4
,,花粉团	棉花防守	迟缓烟雾,3,100.0%,1
,,青草搅拌器	棉孢子	攻击强化,2,100.0%,1
,,花粉团	棉孢子	迟缓烟雾,2,50.0%,2
,,花粉团	棉花防守	攻击强化,1,100.0%,1
,,青草搅拌器	棉花防守	攻击强化,1,100.0%,1
,,花粉团	棉花防守	万灵药,1,100.0%,1
,,花粉团	棉孢子	逃脱按键,0,0.0%,3
,,花粉团	棉花防守	伤药	,0,0.0%,1
,,青草搅拌器	棉孢子	速度强化,0,0.0%,1
,,花粉团	棉孢子	伤药	,0,0.0%,1
,,花粉团	棉孢子	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	咒术熏香	学习装置,49,79.03%,10
,,共鸣护盾	学习装置	救援屏障,15,65.22%,9
,,力量头带	学习装置	救援屏障,43,71.67%,8
,,共鸣护盾	力量头带	学习装置,2,50.0%,3
,,力量头带	学习装置	轻石,9,75.0%,2
,,共鸣护盾	咒术熏香	学习装置,5,62.5%,2
,,力量头带	学习装置	气势头带,3,75.0%,2
,,共鸣护盾	学习装置	气势头带,2,100.0%,2
,,学习装置	救援屏障	进击眼镜,1,50.0%,2
,,力量头带	学习装置	连打围巾,10,90.91%,1
,,学习装置	援助头巾	救援屏障,5,100.0%,1
,,共鸣护盾	学习装置	进击眼镜,4,100.0%,1
,,咒术熏香	学习装置	连打围巾,4,66.67%,1
,,咒术熏香	学习装置	救援屏障,3,100.0%,1
,,共鸣护盾	学习装置	讲究眼镜,3,100.0%,1
,,力量头带	讲究眼镜	进击眼镜,3,100.0%,1
,,讲究眼镜	进击眼镜	连打围巾,3,60.0%,1
,,博识眼镜	学习装置	救援屏障,2,100.0%,1
,,学习装置	气势头带	进击眼镜,1,100.0%,1
,,力量头带	博识眼镜	学习装置,1,100.0%,1
,,力量头带	讲究眼镜	连打围巾,1,100.0%,1
,,充能坠饰	力量头带	连打围巾,0,0.0%,1
,,共鸣护盾	学习装置	穿透汤匙,0,0.0%,1
,,共鸣护盾	学习装置	连打围巾,0,0.0%,1
,,学习装置	讲究眼镜	连打围巾,0,0.0%,1
19,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,55,2.13%,158,71.49%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Xenmog,24,72.73%
,,FS・Anemo,12,80.0%
,,FrOsT魔,11,84.62%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,76,72.38%,33
,,增强拳	近身战	逃脱按键,40,65.57%,22
,,神速		骨棒乱打	速度强化,13,81.25%,2
,,神速		骨棒乱打	逃脱按键,11,84.62%,7
,,神速		近身战	万灵药,9,90.0%,4
,,增强拳	近身战	万灵药,4,57.14%,7
,,神速		近身战	逃脱按键,2,66.67%,3
,,神速		骨棒乱打	攻击强化,1,100.0%,1
,,神速		近身战	速度强化,1,100.0%,1
,,增强拳	近身战	攻击强化,1,33.33%,1
,,增强拳	骨棒乱打	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,89,76.07%,25
,,弱点保险	猛攻哑铃	锐利之爪,62,68.89%,20
,,弱点保险	猛攻哑铃	能量增幅器,4,50.0%,5
,,力量头带	猛攻哑铃	锐利之爪,1,33.33%,2
,,充能坠饰	学习装置	猛攻哑铃,1,100.0%,1
,,学习装置	弱点保险	猛攻哑铃,1,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
20,魔墙人偶,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,2.06%,156,72.9%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,용산동주민,62,67.39%
,,°कलयुग?,30,78.95%
,,Indra=Mausi.,18,90.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,念力		屏障		逃脱按键,92,72.44%,14
,,念力		屏障		速度强化,55,73.33%,20
,,念力		屏障		伤药	,4,100.0%,4
,,精神强念	力量互换	速度强化,4,100.0%,3
,,精神强念	力量互换	伤药	,1,100.0%,1
,,念力		屏障		攻击强化,0,0.0%,1
,,念力		屏障		迟缓烟雾,0,0.0%,1
,,精神强念	力量互换	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,6,75.0%,6
,,学习装置	讲究眼镜	进击眼镜,12,85.71%,5
,,穿透汤匙	讲究眼镜	进击眼镜,3,50.0%,4
,,学习装置	气势头带	穿透汤匙,32,80.0%,3
,,学习装置	气势头带	进击眼镜,2,50.0%,3
,,气势头带	穿透汤匙	讲究眼镜,65,67.71%,2
,,学习装置	穿透汤匙	讲究眼镜,18,85.71%,2
,,共鸣护盾	学习装置	气势头带,5,100.0%,2
,,共鸣护盾	学习装置	穿透汤匙,4,66.67%,2
,,学习装置	救援屏障	气势头带,3,100.0%,2
,,学习装置	救援屏障	讲究眼镜,1,50.0%,2
,,共鸣护盾	学习装置	讲究眼镜,2,100.0%,1
,,博识眼镜	穿透汤匙	讲究眼镜,2,100.0%,1
,,学习装置	救援屏障	进击眼镜,1,100.0%,1
,,救援屏障	穿透汤匙	讲究眼镜,0,0.0%,1
,,气势头带	讲究眼镜	进击眼镜,0,0.0%,1
,,博识眼镜	穿透汤匙	进击眼镜,0,0.0%,1
,,共鸣护盾	学习装置	救援屏障,0,0.0%,1
21,多龙巴鲁托,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,2.05%,169,79.34%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ŴuМḭŃĞヤ妖,60,92.31%
,,ChunnuGoli?,29,78.38%
,,NoFather???,28,82.35%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗影球	潜灵奇袭	攻击强化,115,83.33%,19
,,龙息		龙之舞	攻击强化,36,72.0%,5
,,暗影球	潜灵奇袭	逃脱按键,13,72.22%,3
,,龙息		龙之舞	逃脱按键,1,100.0%,1
,,龙息		潜灵奇袭	逃脱按键,1,100.0%,1
,,暗影球	潜灵奇袭	速度强化,1,100.0%,1
,,龙息		潜灵奇袭	攻击强化,1,100.0%,1
,,暗影球	龙之舞	攻击强化,1,50.0%,1
,,暗影球	龙之舞	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	连打围巾,154,81.91%,17
,,力量头带	咒术手镯	连打围巾,6,85.71%,3
,,充能坠饰	力量头带	焦点镜,2,66.67%,2
,,力量头带	焦点镜	猛攻哑铃,5,50.0%,1
,,充能坠饰	力量头带	连打围巾,2,66.67%,1
,,力量头带	弱点保险	连打围巾,0,0.0%,1
,,咒术手镯	焦点镜	连打围巾,0,0.0%,1
22,玛力露丽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,1.96%,157,77.34%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SS・Amotti,75,78.95%
,,ONX·亗ASH,22,88.0%
,,MantisZOD,14,73.68%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水之波动	水流尾	速度强化,151,77.44%,16
,,嬉闹		潮旋		速度强化,3,75.0%,4
,,水之波动	水流尾	万灵药,2,100.0%,1
,,嬉闹		水流尾	速度强化,1,100.0%,1
,,水之波动	水流尾	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	焦点镜	猛攻哑铃,121,75.62%,12
,,力量头带	焦点镜	猛攻哑铃,13,86.67%,6
,,焦点镜	猛攻哑铃	锐利之爪,22,81.48%,3
,,力量头带	猛攻哑铃	连打围巾,1,100.0%,1
23,沙奈朵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,37,1.82%,149,78.84%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ChunnuGoli?,51,86.44%
,,Sazuroㅤ,16,88.89%
,,Garde~de~Wer,14,70.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	精神冲击	逃脱按键,76,83.52%,20
,,月亮之力	精神冲击	逃脱按键,33,75.0%,14
,,月亮之力	预知未来	逃脱按键,25,80.65%,14
,,精神强念	预知未来	逃脱按键,11,73.33%,6
,,精神强念	精神冲击	速度强化,2,66.67%,2
,,精神强念	预知未来	速度强化,1,100.0%,1
,,月亮之力	精神冲击	脱壳忍者玩偶,1,100.0%,1
,,月亮之力	精神冲击	速度强化,0,0.0%,1
,,月亮之力	预知未来	速度强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,穿透汤匙	能量增幅器	讲究眼镜,39,81.25%,11
,,博识眼镜	穿透汤匙	讲究眼镜,26,68.42%,8
,,咒术熏香	穿透汤匙	能量增幅器,60,84.51%,5
,,博识眼镜	穿透汤匙	能量增幅器,11,84.62%,4
,,咒术熏香	穿透汤匙	讲究眼镜,3,50.0%,3
,,博识眼镜	咒术熏香	穿透汤匙,2,66.67%,3
,,博识眼镜	能量增幅器	讲究眼镜,7,87.5%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	穿透汤匙	贝壳之铃,0,0.0%,1
24,花疗环环,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,51,1.76%,120,65.93%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,=ないすぅ=,30,90.91%
,,ʚ糖果の玖玖ɞ,14,73.68%
,,aadi?,8,88.89%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花疗		打草结	迟缓烟雾,68,64.76%,33
,,花疗		魔法叶	迟缓烟雾,40,64.52%,23
,,花疗		打草结	攻击强化,5,71.43%,1
,,天使之吻	魔法叶	迟缓烟雾,4,100.0%,3
,,天使之吻	打草结	迟缓烟雾,2,66.67%,2
,,花疗		魔法叶	攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	学习装置	救援屏障,62,73.81%,15
,,学习装置	援助头巾	救援屏障,25,65.79%,13
,,学习装置	救援屏障	进击眼镜,7,77.78%,5
,,博识眼镜	学习装置	进击眼镜,12,66.67%,4
,,博识眼镜	咒术熏香	学习装置,7,63.64%,3
,,共鸣护盾	学习装置	救援屏障,5,45.45%,3
,,博识眼镜	学习装置	援助头巾,0,0.0%,3
,,咒术熏香	学习装置	援助头巾,1,100.0%,1
,,共鸣护盾	博识眼镜	学习装置,1,100.0%,1
,,咒术熏香	学习装置	救援屏障,0,0.0%,1
,,共鸣护盾	咒术熏香	学习装置,0,0.0%,1
,,力量头带	讲究眼镜	连打围巾,0,0.0%,1
25,捷拉奥拉,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,35,1.75%,131,72.38%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,RaidenEîî,26,74.29%
,,고로롱,26,72.22%
,,IND(GOURAB),25,73.53%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,电光		放电		攻击强化,60,80.0%,11
,,伏特替换	放电		攻击强化,34,75.56%,7
,,电光		疯狂伏特	攻击强化,20,64.52%,8
,,伏特替换	放电		逃脱按键,5,83.33%,5
,,电光		放电		伤药	,5,55.56%,1
,,电光		放电		万灵药,4,66.67%,2
,,伏特替换	放电		万灵药,2,40.0%,4
,,电光		疯狂伏特	伤药	,1,100.0%,1
,,电光		疯狂伏特	万灵药,0,0.0%,2
,,电光		放电		脱壳忍者玩偶,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	锐利之爪,27,77.14%,12
,,弱点保险	猛攻哑铃	锐利之爪,4,80.0%,2
,,弱点保险	气势头带	猛攻哑铃,2,100.0%,2
,,共鸣护盾	猛攻哑铃	锐利之爪,2,40.0%,2
,,充能坠饰	气势头带	锐利之爪,26,74.29%,1
,,气势头带	轻石	锐利之爪,26,72.22%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,25,73.53%,1
,,共鸣护盾	弱点保险	锐利之爪,6,60.0%,1
,,气势头带	猛攻哑铃	锐利之爪,2,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,2,100.0%,1
,,充能坠饰	能量增幅器	轻石,2,66.67%,1
,,共鸣护盾	力量头带	弱点保险,1,100.0%,1
,,力量头带	弱点保险	锐利之爪,1,100.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,1,100.0%,1
,,共鸣护盾	弱点保险	连打围巾,1,100.0%,1
,,力量头带	弱点保险	气势头带,1,100.0%,1
,,弱点保险	能量增幅器	锐利之爪,1,50.0%,1
,,力量头带	气势头带	能量增幅器,1,50.0%,1
,,咒术手镯	气势头带	锐利之爪,0,0.0%,1
,,弱点保险	焦点镜	锐利之爪,0,0.0%,1
,,充能坠饰	弱点保险	气势头带,0,0.0%,1
26,太阳伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,56,1.63%,127,75.15%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Qutokkins,13,92.86%
,,QG·滅Ķţ,13,86.67%
,,ZzzCom,10,58.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,辅助力量	幻象光线	逃脱按键,100,73.53%,39
,,精神冲击	幻象光线	逃脱按键,21,84.0%,16
,,辅助力量	预知未来	逃脱按键,3,100.0%,3
,,辅助力量	幻象光线	速度强化,2,66.67%,2
,,精神冲击	幻象光线	速度强化,1,100.0%,1
,,精神冲击	预知未来	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,76,80.0%,26
,,咒术熏香	穿透汤匙	讲究眼镜,38,69.09%,19
,,博识眼镜	咒术熏香	穿透汤匙,9,64.29%,7
,,咒术熏香	学习装置	穿透汤匙,2,100.0%,2
,,穿透汤匙	讲究眼镜	贝壳之铃,2,100.0%,1
,,穿透汤匙	讲究眼镜	进击眼镜,0,0.0%,1
27,千面避役,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,46,1.52%,114,72.15%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Suiteki,20,68.97%
,,DBR_himato,16,94.12%
,,PodoI,8,72.73%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,致命针刺	狙击		逃脱按键,109,72.67%,44
,,致命针刺	水流裂破	逃脱按键,2,66.67%,2
,,致命针刺	水流裂破	速度强化,1,100.0%,1
,,杂技		狙击		逃脱按键,1,100.0%,1
,,杂技		水流裂破	逃脱按键,1,50.0%,2
,,致命针刺	狙击		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,110,72.37%,43
,,吃剩的东西	焦点镜	穿透汤匙,2,50.0%,1
,,穿透汤匙	能量增幅器	讲究眼镜,1,100.0%,1
,,咒术熏香	穿透汤匙	讲究眼镜,1,100.0%,1
28,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,1.51%,106,67.52%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,_사이다_,20,80.0%
,,masSAMattack,18,75.0%
,,Lɪʟʟɪʜ,10,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,追打		突袭		逃脱按键,46,68.66%,14
,,追打		精神利刃	攻击强化,25,69.44%,4
,,暗袭要害	精神利刃	逃脱按键,14,73.68%,8
,,暗袭要害	精神利刃	攻击强化,4,80.0%,4
,,追打		突袭		速度强化,4,80.0%,2
,,追打		突袭		伤药	,4,57.14%,2
,,追打		精神利刃	逃脱按键,3,75.0%,4
,,追打		突袭		万灵药,2,100.0%,2
,,追打		精神利刃	伤药	,2,100.0%,2
,,追打		精神利刃	万灵药,2,40.0%,2
,,追打		突袭		攻击强化,0,0.0%,2
,,暗袭要害	突袭		伤药	,0,0.0%,1
,,暗袭要害	精神利刃	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,36,63.16%,16
,,焦点镜	能量增幅器	锐利之爪,30,75.0%,6
,,充能坠饰	焦点镜	锐利之爪,8,66.67%,6
,,充能坠饰	焦点镜	猛攻哑铃,19,76.0%,2
,,力量头带	焦点镜	锐利之爪,5,62.5%,2
,,气势头带	焦点镜	锐利之爪,2,50.0%,2
,,弱点保险	焦点镜	锐利之爪,1,33.33%,2
,,充能坠饰	学习装置	锐利之爪,3,75.0%,1
,,充能坠饰	焦点镜	能量增幅器,1,100.0%,1
,,充能坠饰	力量头带	焦点镜,1,50.0%,1
,,充能坠饰	猛攻哑铃	锐利之爪,0,0.0%,1
29,谜拟丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,1.37%,100,70.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,・Tøjí・,17,68.0%
,,RaidenEîî,12,66.67%
,,QG·滅Ķţ,11,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,嬉闹		影子偷袭	逃脱按键,33,70.21%,13
,,嬉闹		影子偷袭	攻击强化,30,71.43%,7
,,暗影爪	影子偷袭	逃脱按键,11,61.11%,9
,,暗影爪	影子偷袭	万灵药,9,90.0%,6
,,暗影爪	影子偷袭	攻击强化,8,72.73%,6
,,嬉闹		影子偷袭	速度强化,5,71.43%,4
,,暗影爪	影子偷袭	脱壳忍者玩偶,2,100.0%,1
,,嬉闹		影子偷袭	万灵药,2,66.67%,2
,,暗影爪	影子偷袭	速度强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	锐利之爪,51,75.0%,15
,,力量头带	猛攻哑铃	锐利之爪,20,62.5%,11
,,力量头带	弱点保险	锐利之爪,7,87.5%,3
,,咒术手镯	猛攻哑铃	锐利之爪,2,50.0%,3
,,充能坠饰	猛攻哑铃	锐利之爪,13,68.42%,2
,,力量头带	弱点保险	猛攻哑铃,2,50.0%,1
,,咒术手镯	弱点保险	猛攻哑铃,1,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,1,100.0%,1
,,充能坠饰	猛攻哑铃	连打围巾,1,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,1,100.0%,1
,,力量头带	咒术手镯	锐利之爪,1,50.0%,1
,,气势头带	猛攻哑铃	锐利之爪,0,0.0%,1
30,快龙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,44,1.3%,105,77.78%
